성분명,제품명,업체명,금기등급,상세정보
atorvastatin,휴텍스아토르바스타틴정40mg(아토르바스타틴칼슘삼수화물)_(43.4mg/1정),한국휴텍스제약(주),1,임부에 대한 안전성 미확립.
atorvastatin,리포액틴정40밀리그램(아토르바스타틴칼슘삼수화물)_(43.4mg/1정),안국약품(주),1,임부에 대한 안전성 미확립.
atorvastatin,아토산정40밀리그램(아토르바스타틴칼슘삼수화물)_(43.38mg/1정),한화제약(주),1,임부에 대한 안전성 미확립.
atorvastatin,리피칸정40밀리그램(아토르바스타틴칼슘)_(41.44mg/1정),신일제약(주),1,임부에 대한 안전성 미확립.
atorvastatin,아도르정40밀리그램(아토르바스타틴칼슘수화물)_(43.38mg/1정),일성신약(주),1,임부에 대한 안전성 미확립.
atorvastatin,아르바정40밀리그램(아토르바스타틴칼슘삼수화물)_(43.38mg/1정),알리코제약(주),1,임부에 대한 안전성 미확립.
atorvastatin,아토렌정40밀리그램(아토르바스타틴칼슘삼수화물)_(43.38mg/1정),위더스제약(주),1,임부에 대한 안전성 미확립.
atorvastatin,리바틴정40밀리그램(아토르바스타틴칼슘수화물)_(43.38mg/1정),(주)팜젠사이언스,1,임부에 대한 안전성 미확립.
atorvastatin,휴온스아토르바스타틴정40밀리그램(아토르바스타틴칼슘삼수화물)_(43.4mg/1정),(주)휴온스,1,임부에 대한 안전성 미확립.
atorvastatin,대웅바이오아토르바스타틴정40밀리그램(아토르바스타틴칼슘삼수화물)_(43.4mg/1정),대웅바이오(주),1,임부에 대한 안전성 미확립.
atorvastatin,리피토정80밀리그램(아토르바스타틴칼슘삼수화물)_(86.8mg/1정),비아트리스코리아(주),1,임부에 대한 안전성 미확립.
atorvastatin,스피틴정80밀리그램(아토르바스타틴칼슘삼수화물)_(86.80mg/1정),(주)대웅제약,1,임부에 대한 안전성 미확립.
atorvastatin,리피논정80밀리그램(아토르바스타틴칼슘삼수화물)_(86.8mg/1정),동아에스티(주),1,임부에 대한 안전성 미확립.
atorvastatin,리피로우정80밀리그램(아토르바스타틴칼슘삼수화물)_(86.8mg/1정),(주)종근당,1,임부에 대한 안전성 미확립.
atorvastatin,토바스틴정80밀리그램(아토르바스타틴칼슘삼수화물)_(86.8mg/1정),(주)셀트리온제약,1,임부에 대한 안전성 미확립.
atorvastatin,대웅바이오아토르바스타틴정80밀리그램(아토르바스타틴칼슘삼수화물)_(86.8mg/1정),대웅바이오(주),1,임부에 대한 안전성 미확립.
Atracurium,아크리움주사(아트라쿠륨베실산염)_(25mg/2.5mL),명문제약(주),2,동물 실험에서 기형 보고
Atracurium,아트라주(아트라쿠륨베실산염)_(25mg/2.5mL),하나제약(주),2,동물 실험에서 기형 보고
Atropine,대한아트로핀황산염주사액_(0.5mg/1mL),대한약품공업(주),2,(주사제) 동물 실험에서 기형 발생. 태아에서 빈맥 등 발생 가능성
Atropine,제일아트로핀황산염주사액_(0.5mg/1mL),(주)제일제약,2,(주사제) 동물 실험에서 기형 발생. 태아에서 빈맥 등 발생 가능성
Atropine,대원황산아트로핀주사액_(0.5mg/1mL),대원제약(주),2,(주사제) 동물 실험에서 기형 발생. 태아에서 빈맥 등 발생 가능성
Atropine,제일아트로핀황산염주사액_(10mg/20mL),(주)제일제약,2,(주사제) 동물 실험에서 기형 발생. 태아에서 빈맥 등 발생 가능성
Atropine,알콘아트로핀황산염1%점안제(아트로핀황산염수화물)_(0.15g/15ml),한국알콘(주),2,(점안제) 점안으로도 전신 순환 가능. 동물 실험에서 기형 보고
"Avocado and Soyabean oil, unsaponifiables",이모튼캡슐(아보카도-소야불검화물의추출물)_(0.30003g/1캡슐),(주)종근당,2,동물에서의 기형발생과 관련된 자료 및 임신 중에 복용 시 태아독성 또는 기형유발의 가능성을 평가하기 위한 충분한 정보 없음
azathioprin,테바아자티오프린정_(50mg/1정),(주)한독테바,2,"동물실험에서 기형발생(골격기형, 내장이상) 보고.프레드니손과 병용투여시 태아에 림프구감소증, IgG 및 IgM의 감소, CMV 감염, 흉선 음영의 감소/모체에 범혈구감소증, 중증의 면역결핍/기형아출생 보고."
azathioprin,이뮤란정(아자티오프린)_(50mg/1정),삼일제약(주),2,"동물실험에서 기형발생(골격기형, 내장이상) 보고.프레드니손과 병용투여시 태아에 림프구감소증, IgG 및 IgM의 감소, CMV 감염, 흉선 음영의 감소/모체에 범혈구감소증, 중증의 면역결핍/기형아출생 보고."
azathioprin,아자프린정(아자티오프린)(수출명:AzafrineTabs)_(50mg/1정),한국유나이티드제약(주),2,"동물실험에서 기형발생(골격기형, 내장이상) 보고.프레드니손과 병용투여시 태아에 림프구감소증, IgG 및 IgM의 감소, CMV 감염, 흉선 음영의 감소/모체에 범혈구감소증, 중증의 면역결핍/기형아출생 보고."
azathioprin,아자비오정50밀리그램(아자티오프린)_(50mg/1정),(주)한국팜비오,2,"동물실험에서 기형발생(골격기형, 내장이상) 보고.프레드니손과 병용투여시 태아에 림프구감소증, IgG 및 IgM의 감소, CMV 감염, 흉선 음영의 감소/모체에 범혈구감소증, 중증의 면역결핍/기형아출생 보고."
azathioprin,이무테라정(아자티오프린)_(50mg/1정),(주)셀트리온제약,2,"동물실험에서 기형발생(골격기형, 내장이상) 보고.프레드니손과 병용투여시 태아에 림프구감소증, IgG 및 IgM의 감소, CMV 감염, 흉선 음영의 감소/모체에 범혈구감소증, 중증의 면역결핍/기형아출생 보고."
azathioprin,아자프린정25밀리그램(아자티오프린)_(25mg/1정),한국유나이티드제약(주),2,"동물실험에서 기형발생(골격기형, 내장이상) 보고. 프레드니손과 병용투여시 태아에 림프구감소증, IgG 및 IgM의 감소, CMV 감염, 흉선 음영의 감소/모체에 범혈구감소증, 중증의 면역결핍/기형아출생 보고."
azathioprin,아자비오정25밀리그램(아자티오프린)_(25mg/1정),(주)한국팜비오,2,"동물실험에서 기형발생(골격기형, 내장이상) 보고. 프레드니손과 병용투여시 태아에 림프구감소증, IgG 및 IgM의 감소, CMV 감염, 흉선 음영의 감소/모체에 범혈구감소증, 중증의 면역결핍/기형아출생 보고."
azathioprin,이무테라정25밀리그램(아자티오프린)_(25mg/1정),(주)셀트리온제약,2,"동물실험에서 기형발생(골격기형, 내장이상) 보고. 프레드니손과 병용투여시 태아에 림프구감소증, IgG 및 IgM의 감소, CMV 감염, 흉선 음영의 감소/모체에 범혈구감소증, 중증의 면역결핍/기형아출생 보고."
azathioprine,아자비오정12.5밀리그램(아자티오프린)_(12.5mg/1정),(주)한국팜비오,2,"동물실험에서 기형발생(골격기형, 내장이상) 보고. 프레드니손과 병용투여시 태아에 림프구감소증, IgG 및 IgM의 감소, CMV 감염, 흉선 음영의 감소/모체에 범혈구감소증, 중증의 면역결핍/기형아출생 보고."
azelastine HCl,젤라스정(아젤라스틴염산염)_(1mg/1정),엔비케이제약(주),2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,알렙틴정(아젤라스틴염산염)_(1mg/1정),주식회사 더유제약,2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,안티타민정(아젤라스틴염산염)_(1mg/1정),주식회사케이에스제약,2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,메가젤틴정(아젤라스틴염산염)_(1mg/1정),(주)엘앤씨바이오,2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아젤라건정1밀리그램(아젤라스틴염산염)_(1mg/1정),건일바이오팜주식회사,2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,마이스틴정(아젤라스틴염산염)_(1mg/1정),(주)마더스제약,2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아젠틴정(아젤라스틴염산염)_(1mg/1정),(주)화이트생명과학,2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,셀라스틴정1밀리그램(아젤라스틴염산염)_(1mg/1정),(주)텔콘알에프제약,2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,휴스틴정(아젤라스틴염산염)_(1mg/1정),(주)휴비스트제약,2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,이스틴정(아젤라스틴염산염)_(1mg/1정),(주)이든파마,2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아라스틴정(아젤라스틴염산염)_(1mg/1정),(주)일화,2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,부광아젭틴정(아젤라스틴염산염)_(1mg/1정),부광약품(주),2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,제라스정(아젤라스틴염산염)_(1mg/1정),(주)바이넥스,2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,동성아젤라스틴정(아젤라스틴염산염)_(1mg/1정),동성제약(주),2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아젤론정(아젤라스틴염산염)_(1mg/1정),한국유나이티드제약(주),2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아젤틴정(아젤라스틴염산염)_(1mg/1정),태극제약(주),2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아젤스틴정(아젤라스틴염산염)_(1mg/1정),(주)에이프로젠바이오로직스,2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아젤라젠정(아젤라스틴염산염)_(1mg/1정),(주)뉴젠팜,2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,알티온정(아젤라스틴염산염)_(1mg/1정),한국코러스(주),2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아젤라정(아젤라스틴염산염)_(1mg/1정),경동제약(주),2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아제탄정(아젤라스틴염산염)_(1mg/1정),(주)씨엠지제약,2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아젤라토정(아젤라스틴염산염)_(1mg/1정),풍림무약(주),2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아젤스테인정(아젤라스틴염산염)_(1mg/1정),한국휴텍스제약(주),2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아제스정(아젤라스틴염산염)_(1mg/1정),영일제약(주),2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,서울아젤라스틴염산염정_(1mg/1정),(주)서울제약,2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,알스틴정(아젤라스틴염산염)_(1mg/1정),아주약품(주),2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아제틴정(아젤라스틴염산염)_(1mg/1정),오스틴제약(주),2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아젤란정(아젤라스틴염산염)_(1mg/1정),알리코제약(주),2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,알제틴정(아젤라스틴염산염)_(1mg/1정),(주)동구바이오제약,2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아제나정(아젤라스틴염산염)_(1mg/1정),(유)한풍제약,2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아젤라진정(아젤라스틴염산염)_(1mg/1정),(주)비보존제약,2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,알레라정(아젤라스틴염산염)_(1mg/1정),이연제약(주),2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아스틴정(아젤라스틴염산염)_(1mg/1정),위더스제약(주),2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아제라스정(아젤라스틴염산염)_(1mg/1정),영풍제약(주),2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아틴정(아젤라스틴염산염)_(1mg/1정),한국프라임제약(주),2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아젤라실정(아젤라스틴염산염)_(1mg/1정),성원애드콕제약(주),2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아제라틴정(아젤라스틴염산염)_(1mg/1정),(주)경보제약,2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아라틴정(염산아젤라스틴),우리제약(주),2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,에젤란정(아젤라스틴염산염)_(1mg/1정),한국유니온제약(주),2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아제타정(아젤라스틴염산염)_(1mg/1정),(주)씨티씨바이오,2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,젤라스틴정(아젤라스틴염산염)_(1mg/1정),구주제약(주),2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아젤라스정(아젤라스틴염산염)_(1mg/1정),대한뉴팜(주),2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,케이스틴정(아젤라스틴염산염)_(1mg/1정),주식회사제뉴원사이언스,2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아제쿨틴정(아젤라스틴염산염)_(1mg/1정),(주)시어스제약,2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,글로스틴정(아젤라스틴염산염)_(1mg/1정),(주)한국글로벌제약,2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,셀스틴정(아젤라스틴염산염)_(1mg/1정),(주)셀트리온제약,2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,아제타민정(아젤라스틴염산염)_(1mg/1정),대웅바이오(주),2,동물실험에서 대량투여에 의해 기형발생 보고.
azelastine HCl,자스민정(아젤라스틴염산염)_(1mg/1정),(주)테라젠이텍스,2,동물실험에서 대량투여에 의해 기형발생 보고.
azosemide,유레틴정(아조세미드)_(60mg/1정),삼진제약(주),2,동물실험에서 생후 소실되는 일시적인 골격이상 보고.
Baclofen,삼성바클로펜정_(10mg/1정),삼성제약(주),2,"동물 실험에서 배꼴탈장, 흉골 분화 지연, 소두증 등 기형 발생"
Baclofen,프렉스정10밀리그램(바클로펜)_(10mg/1정),한국유나이티드제약(주),2,"동물 실험에서 배꼴탈장, 흉골 분화 지연, 소두증 등 기형 발생"
Baclofen,바로판10밀리그람정(바클로펜)_(10mg/1정),동광제약(주),2,"동물 실험에서 배꼴탈장, 흉골 분화 지연, 소두증 등 기형 발생"
Baclofen,뉴젠팜바클로펜정10밀리그램_(10mg/1정),(주)뉴젠팜,2,"동물 실험에서 배꼴탈장, 흉골 분화 지연, 소두증 등 기형 발생"
Baclofen,바클란정10밀리그램(바클로펜)_(10mg/1정),(주)유영제약,2,"동물 실험에서 배꼴탈장, 흉골 분화 지연, 소두증 등 기형 발생"
Baclofen,풍림바클로펜정_(10mg/1정),풍림무약(주),2,"동물 실험에서 배꼴탈장, 흉골 분화 지연, 소두증 등 기형 발생"
